id,domain,category,subcategory,hanja,hangul,title,body,source
G041,관상학,코,오뚝한 코,,오뚝한 코,오뚝한 코 — 콧대가 곧고 높이 솟은 코,"콧대가 곧고 시원하게 뻗은 코로, 재물운과 자존감을 상징하는 재백궁이 잘 발달한 상으로 해석됩니다. 주관이 뚜렷하고 자신감 있는 인상과 연결짓습니다. 다만 콧대만 높고 콧볼이 빈약하면 재물을 벌어도 지키기 어렵다고 해석되어, 콧볼의 발달 정도도 함께 살피는 것이 좋다고 봅니다. 코는 얼굴 중앙에 있어 인상 전체의 균형을 좌우하는 만큼, 다른 이목구비와의 조화를 함께 살피는 것이 정확한 해석에 가깝다고 봅니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G042,관상학,코,들창코,,들창코,들창코 — 콧대가 낮고 콧구멍이 위로 들린 코,"콧대가 낮고 코끝이 위를 향해 살짝 들린 형태입니다. 솔직하고 애교 있는 인상을 주며, 감정을 숨기지 않는 활달한 성격과 연결짓는 경우가 많습니다. 이런 코를 가진 사람은 사람을 가리지 않고 두루 친해지는 사교성이 장점으로 꼽힙니다. 코는 얼굴 중앙에 있어 인상 전체의 균형을 좌우하는 만큼, 다른 이목구비와의 조화를 함께 살피는 것이 정확한 해석에 가깝다고 봅니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G043,관상학,코,매부리코,,매부리코,매부리코 — 콧대 중간이 튀어나오고 코끝이 아래로 굽은 코,"콧대 중간이 볼록하고 코끝이 매의 부리처럼 아래로 휘어진 형태입니다. 예리하고 야망이 크며 목표 지향적인 성격과 연결짓는 경우가 많고, 사업 수완이 있다고 해석되기도 합니다. 역사적으로 야망가·사업가형 코로 자주 언급되지만, 지나치게 날카로운 인상은 부드러운 표정으로 균형을 잡는 것이 좋다고 봅니다. 코는 얼굴 중앙에 있어 인상 전체의 균형을 좌우하는 만큼, 다른 이목구비와의 조화를 함께 살피는 것이 정확한 해석에 가깝다고 봅니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G044,관상학,코,주먹코,,주먹코,주먹코 — 코끝이 둥글고 큼직한 코,"코끝(준두)이 둥글고 큼직하게 발달한 형태입니다. 재물을 모으는 그릇이 크고 포용력이 있는 인상으로 해석되며, 서두르지 않는 여유로운 성격과 연결짓습니다. 이런 코를 가진 사람은 서두르지 않고 신용을 쌓아가며 부를 키우는 스타일과 잘 맞는다고 해석됩니다. 코는 얼굴 중앙에 있어 인상 전체의 균형을 좌우하는 만큼, 다른 이목구비와의 조화를 함께 살피는 것이 정확한 해석에 가깝다고 봅니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G045,관상학,코,낮은 코,,낮은 코,낮은 코 — 콧대가 완만하고 낮은 코,"콧대의 굴곡이 적고 완만하게 낮은 형태입니다. 온화하고 겸손하며, 자기 주장을 강하게 내세우기보다 주변과 조화를 이루는 성격과 연결짓는 경우가 많습니다. 이런 코를 가진 사람은 자기 주장을 강하게 내세우기보다 협력과 조화를 통해 목표를 이루는 유형으로 해석됩니다. 코는 얼굴 중앙에 있어 인상 전체의 균형을 좌우하는 만큼, 다른 이목구비와의 조화를 함께 살피는 것이 정확한 해석에 가깝다고 봅니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G046,관상학,코,콧볼이 발달한 코,,콧볼이 발달한 코,콧볼이 발달한 코 — 좌우 콧방울이 두둑한 코,"코끝 양옆의 콧방울(콧볼)이 두둑하게 발달한 형태로, 전통 관상에서는 재물을 지키는 창고에 비유합니다. 모은 재물을 잘 관리하고 저축하는 알뜰한 성향과 연결짓습니다. 재백궁의 '창고'가 튼튼한 상으로 여겨져, 번 돈을 잃지 않고 잘 지키는 알뜰한 재물관과 연결짓는 경우가 많습니다. 코는 얼굴 중앙에 있어 인상 전체의 균형을 좌우하는 만큼, 다른 이목구비와의 조화를 함께 살피는 것이 정확한 해석에 가깝다고 봅니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G047,관상학,입,큰 입,,큰 입,큰 입 — 입꼬리 폭이 넓은 입,"입의 가로 폭이 넓은 형태로, 리더십과 포부, 사교성을 상징한다고 해석됩니다. 말과 행동에 힘이 있고 통이 큰 성격과 연결짓는 경우가 많습니다. 예로부터 '입이 큰 사람이 복이 크다'는 속설과 연결지어, 포부와 그릇이 큰 사람으로 해석하는 경우가 많습니다. 입은 말과 표정이 가장 많이 드러나는 부위이기 때문에, 정지된 모양보다 웃을 때·말할 때의 인상까지 함께 살피는 것이 전통적인 관법에 가깝습니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G048,관상학,입,작은 입,,작은 입,작은 입 — 입꼬리 폭이 좁은 아담한 입,"입의 가로 폭이 좁고 아담한 형태로, 섬세하고 신중한 언행을 상징한다고 해석됩니다. 계획적이고 꼼꼼한 성격과 연결짓는 경우가 많습니다. 이런 입을 가진 사람은 말을 아끼고 신중하게 행동해 신뢰를 쌓는 유형으로 해석되는 경우가 많습니다. 입은 말과 표정이 가장 많이 드러나는 부위이기 때문에, 정지된 모양보다 웃을 때·말할 때의 인상까지 함께 살피는 것이 전통적인 관법에 가깝습니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G049,관상학,입,두꺼운 입술,,두꺼운 입술,두꺼운 입술 — 입술의 살집이 도톰한 입,"위아래 입술이 도톰하게 발달한 형태로, 정이 많고 애정 표현이 풍부한 성격을 상징한다고 해석됩니다. 인간관계에서 따뜻하고 헌신적인 태도와 연결짓습니다. 이런 입술을 가진 사람은 사람들과의 정서적 교감을 중요하게 여기는 따뜻한 성향으로 해석됩니다. 입은 말과 표정이 가장 많이 드러나는 부위이기 때문에, 정지된 모양보다 웃을 때·말할 때의 인상까지 함께 살피는 것이 전통적인 관법에 가깝습니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G050,관상학,입,얇은 입술,,얇은 입술,얇은 입술 — 입술의 살집이 적은 입,"위아래 입술이 상대적으로 얇은 형태로, 이성적이고 절제된 성격을 상징한다고 해석됩니다. 감정보다 논리를 우선하는 냉철한 판단력과 연결짓는 경우가 많습니다. 이런 입술을 가진 사람은 상황을 냉정하게 판단하는 능력이 뛰어나 협상이나 전략 수립에 강점이 있다고 봅니다. 입은 말과 표정이 가장 많이 드러나는 부위이기 때문에, 정지된 모양보다 웃을 때·말할 때의 인상까지 함께 살피는 것이 전통적인 관법에 가깝습니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G051,관상학,입,올라간 입꼬리,,올라간 입꼬리,올라간 입꼬리 — 입꼬리가 위를 향한 입,"가만히 있어도 입꼬리가 살짝 올라가 보이는 형태로, 낙천적이고 긍정적인 인상을 준다고 해석됩니다. 대인관계에서 호감을 사기 쉬운 인상으로 꼽힙니다. 가만히 있어도 웃는 인상이라 사람들에게 좋은 첫인상을 주기 쉬운 관상으로 꼽힙니다. 입은 말과 표정이 가장 많이 드러나는 부위이기 때문에, 정지된 모양보다 웃을 때·말할 때의 인상까지 함께 살피는 것이 전통적인 관법에 가깝습니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G052,관상학,입,처진 입꼬리,,처진 입꼬리,처진 입꼬리 — 입꼬리가 아래를 향한 입,"가만히 있을 때 입꼬리가 아래로 향해 보이는 형태입니다. 신중하고 진지한 인상을 주며, 원칙을 중시하는 성실한 성격과 연결짓는 경우가 많습니다. 이런 입매는 신중하고 무게감 있는 인상을 주지만, 의식적으로 미소를 짓는 습관이 인상을 더 부드럽게 해준다고 봅니다. 입은 말과 표정이 가장 많이 드러나는 부위이기 때문에, 정지된 모양보다 웃을 때·말할 때의 인상까지 함께 살피는 것이 전통적인 관법에 가깝습니다.",준성기 매거진 '돈 많은 관상은 따로 있다' (junsungki.com)
G053,관상학,이마,넓은 이마,,넓은 이마,넓은 이마 — 가로·세로로 시원하게 넓은 이마,"이마가 넓고 시원하게 트인 형태로, 지혜와 초년운을 상징하는 자리가 잘 발달한 상으로 해석됩니다. 생각이 트여 있고 배움을 즐기는 성향과 연결짓습니다. 예로부터 '이마가 넓으면 초년 복이 좋다'는 말이 전해질 만큼, 관록궁·복덕궁이 함께 발달한 좋은 상으로 여겨집니다. 이마는 삼정 중 상정에 해당해 초년운을 대표하는 자리인 만큼, 헤어라인 관리나 표정 습관에 따라 인상이 달라질 수 있는 부위이기도 합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G054,관상학,이마,좁은 이마,,좁은 이마,좁은 이마 — 가로 폭이 좁은 이마,"이마의 폭이 좁은 형태로, 실속을 중시하고 현실 감각이 뛰어나다고 해석됩니다. 이상보다 실질적인 성과를 우선하는 성향과 연결짓는 경우가 많습니다. 이런 이마를 가진 사람은 이론보다 실전에서 능력을 발휘하는 실무형으로 해석되는 경우가 많습니다. 이마는 삼정 중 상정에 해당해 초년운을 대표하는 자리인 만큼, 헤어라인 관리나 표정 습관에 따라 인상이 달라질 수 있는 부위이기도 합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G055,관상학,이마,M자 이마,,M자 이마,M자 이마 — 양쪽이 둥글게 들어간 이마,"이마 양쪽 헤어라인이 둥글게 들어간 M자 형태입니다. 감성이 풍부하고 독창적이며, 예술적·문학적 소질과 연결지어 해석되는 경우가 많습니다. 역사적으로 예술가·창작자 유형에서 자주 언급되는 이마 형태로, 남다른 발상을 높이 평가받는 경우가 많습니다. 이마는 삼정 중 상정에 해당해 초년운을 대표하는 자리인 만큼, 헤어라인 관리나 표정 습관에 따라 인상이 달라질 수 있는 부위이기도 합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G056,관상학,이마,볼록한 이마,,볼록한 이마,볼록한 이마 — 옆에서 볼 때 앞으로 튀어나온 이마,"옆모습에서 볼 때 이마가 볼록하게 튀어나온 형태입니다. 밝고 진취적인 사고, 예리한 감각과 실행력, 사교적인 성향과 연결지어 해석됩니다. 이런 이마를 가진 사람은 순발력이 뛰어나 즉흥적인 상황 대처 능력이 강점으로 꼽힙니다. 이마는 삼정 중 상정에 해당해 초년운을 대표하는 자리인 만큼, 헤어라인 관리나 표정 습관에 따라 인상이 달라질 수 있는 부위이기도 합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G057,관상학,이마,오목한 이마,,오목한 이마,오목한 이마 — 옆에서 볼 때 평평하거나 들어간 이마,"옆모습에서 볼 때 이마가 평평하거나 살짝 들어간 형태입니다. 내성적이지만 성실하고 착실하게 노력하는 인생 태도와 연결지어 해석됩니다. 이런 이마를 가진 사람은 화려함보다 꾸준함으로 성과를 만들어가는 대기만성형으로 해석되는 경우가 많습니다. 이마는 삼정 중 상정에 해당해 초년운을 대표하는 자리인 만큼, 헤어라인 관리나 표정 습관에 따라 인상이 달라질 수 있는 부위이기도 합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G058,관상학,눈썹,일자 눈썹,,일자 눈썹,일자 눈썹 — 굴곡 없이 곧게 뻗은 눈썹,"눈썹이 활 모양의 굴곡 없이 일직선에 가깝게 뻗은 형태입니다. 우직하고 신념이 강하며, 한번 마음먹은 일은 끝까지 밀고 나가는 뚝심과 연결짓는 경우가 많습니다. 이런 눈썹을 가진 사람은 겉치레보다 실질을 중시하는 우직한 성향과 자주 연결지어집니다. 눈썹은 다듬는 방식에 따라 인상이 크게 달라지는 부위라, 전통 관상에서도 '눈썹을 잘 관리하면 인복이 는다'는 말이 전해질 정도로 관리의 중요성을 강조합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G059,관상학,눈썹,아치형 눈썹,,아치형 눈썹,아치형 눈썹 — 부드러운 곡선을 그리는 눈썹,"눈썹 중간이 살짝 솟아 부드러운 곡선을 그리는 형태입니다. 유연하고 사교적이며, 온화하면서도 세련된 인상과 연결지어 해석됩니다. 이런 눈썹을 가진 사람은 사람들 사이에서 분위기를 부드럽게 만드는 재주가 있다고 해석됩니다. 눈썹은 다듬는 방식에 따라 인상이 크게 달라지는 부위라, 전통 관상에서도 '눈썹을 잘 관리하면 인복이 는다'는 말이 전해질 정도로 관리의 중요성을 강조합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G060,관상학,눈썹,짙은 눈썹,,짙은 눈썹,짙은 눈썹 — 숱이 많고 색이 진한 눈썹,"숱이 풍성하고 색이 진한 눈썹으로, 형제궁이 강하게 발달한 상으로 해석됩니다. 결단력과 추진력이 강하고 감정 표현이 솔직한 성격과 연결짓습니다. 이런 눈썹을 가진 사람은 감정 표현이 솔직해 진심이 잘 전달되는 사람이라는 평가를 받는 경우가 많습니다. 눈썹은 다듬는 방식에 따라 인상이 크게 달라지는 부위라, 전통 관상에서도 '눈썹을 잘 관리하면 인복이 는다'는 말이 전해질 정도로 관리의 중요성을 강조합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G061,관상학,눈썹,흐린 눈썹,,흐린 눈썹,흐린 눈썹 — 숱이 적고 색이 옅은 눈썹,"숱이 적고 색이 옅어 존재감이 약한 눈썹입니다. 온화하고 느긋한 성격과 연결지어 해석되며, 대인관계에서 다소 수동적인 태도로 풀이되기도 합니다. 이런 눈썹을 가진 사람은 다투기보다 양보하는 평화주의적 성향과 연결지어 해석되는 경우가 많습니다. 눈썹은 다듬는 방식에 따라 인상이 크게 달라지는 부위라, 전통 관상에서도 '눈썹을 잘 관리하면 인복이 는다'는 말이 전해질 정도로 관리의 중요성을 강조합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G062,관상학,눈썹,미간이 좁은 눈썹,,미간이 좁은 눈썹,미간이 좁은 눈썹 — 양쪽 눈썹 사이가 가까운 눈썹,"명궁(양 눈썹 사이)이 좁아 보이는 눈썹 배치입니다. 집중력이 좋고 몰입을 잘하는 반면, 마음의 여유를 챙기는 것이 중요하다고 해석되는 경우가 많습니다. 이런 인상은 몰입력이 좋은 대신, 의식적으로 여유를 갖는 연습이 도움이 된다고 해석됩니다. 눈썹은 다듬는 방식에 따라 인상이 크게 달라지는 부위라, 전통 관상에서도 '눈썹을 잘 관리하면 인복이 는다'는 말이 전해질 정도로 관리의 중요성을 강조합니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G063,관상학,얼굴형,계란형(타원형) 얼굴,,계란형(타원형) 얼굴,계란형(타원형) 얼굴 — 이마와 턱의 균형이 좋은 갸름한 얼굴,"이마와 광대, 턱의 폭 차이가 크지 않고 부드러운 곡선을 그리는 균형 잡힌 얼굴형입니다. 전통적으로 대인관계 운이 좋고 조화로운 성격을 상징하는 상으로 꼽힙니다. 전통 관상에서 가장 이상적인 얼굴형으로 꼽히는 경우가 많으며, 삼정의 균형이 좋을 때 이 형태가 두드러진다고 봅니다. 얼굴형은 삼정의 균형과 함께 볼 때 더 정확하게 해석된다고 여겨지며, 특정 얼굴형 하나만으로 운명을 단정짓지 않는 것이 전통 관상학의 기본 태도이기도 합니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G064,관상학,얼굴형,둥근 얼굴,,둥근 얼굴,둥근 얼굴 — 볼과 턱선이 둥글둥글한 얼굴,"광대와 턱선이 각지지 않고 둥글게 이어지는 얼굴형입니다. 온화하고 사교적이며, 사람을 편안하게 해주는 친근한 인상과 연결지어 해석됩니다. 이런 얼굴형을 가진 사람은 낯가림이 적고 누구와도 쉽게 친해지는 친화력이 강점으로 꼽힙니다. 얼굴형은 삼정의 균형과 함께 볼 때 더 정확하게 해석된다고 여겨지며, 특정 얼굴형 하나만으로 운명을 단정짓지 않는 것이 전통 관상학의 기본 태도이기도 합니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G065,관상학,얼굴형,각진 얼굴(사각형),,각진 얼굴(사각형),각진 얼굴(사각형) — 턱과 광대가 뚜렷하게 각진 얼굴,"턱선과 광대뼈가 뚜렷하게 각져 보이는 얼굴형입니다. 결단력 있고 추진력이 좋으며, 한번 마음먹은 일은 끝까지 해내는 뚝심 있는 성격과 연결지어 해석됩니다. 이런 얼굴형을 가진 사람은 위기 상황에서 흔들리지 않는 강단으로 신뢰를 얻는 경우가 많다고 해석됩니다. 얼굴형은 삼정의 균형과 함께 볼 때 더 정확하게 해석된다고 여겨지며, 특정 얼굴형 하나만으로 운명을 단정짓지 않는 것이 전통 관상학의 기본 태도이기도 합니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G066,관상학,얼굴형,긴 얼굴(장방형),,긴 얼굴(장방형),긴 얼굴(장방형) — 세로 길이가 두드러지는 얼굴,"얼굴의 세로 길이가 가로 폭에 비해 긴 형태입니다. 차분하고 사려 깊은 인상을 주며, 장기적인 안목이 필요한 일에서 진가를 발휘한다고 해석됩니다. 이런 얼굴형을 가진 사람은 신중한 판단력 덕분에 중요한 결정을 맡기기 좋은 사람으로 평가받는 경우가 많습니다. 얼굴형은 삼정의 균형과 함께 볼 때 더 정확하게 해석된다고 여겨지며, 특정 얼굴형 하나만으로 운명을 단정짓지 않는 것이 전통 관상학의 기본 태도이기도 합니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G067,관상학,얼굴형,역삼각형 얼굴,,역삼각형 얼굴,역삼각형 얼굴 — 이마는 넓고 턱은 좁은 얼굴,"이마와 광대 쪽은 넓지만 턱으로 갈수록 좁아지는 형태입니다. 감성적이고 지적이며, 예민한 감수성과 창의력을 상징한다고 해석되는 경우가 많습니다. 이런 얼굴형을 가진 사람은 남다른 감각과 아이디어로 창작·기획 분야에서 두각을 나타낸다고 해석됩니다. 얼굴형은 삼정의 균형과 함께 볼 때 더 정확하게 해석된다고 여겨지며, 특정 얼굴형 하나만으로 운명을 단정짓지 않는 것이 전통 관상학의 기본 태도이기도 합니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G068,관상학,귀,큰 귀,,큰 귀,큰 귀 — 귓바퀴 전체가 크게 발달한 귀,"귀 전체가 크고 뚜렷하게 발달한 형태로, 전통 관상에서는 도량이 크고 복이 많은 상으로 꼽힙니다. 귀는 초년운(약 1~14세)을 보여주는 자리로 여겨집니다. 예로부터 불상의 귀처럼 큰 귀를 복이 많은 상으로 여겨왔으며, 대인관계에서도 포용력 있는 인상을 준다고 봅니다. 귀는 태어날 때의 골격이 가장 많이 반영되는 부위라 하여, 전통적으로 부모에게 물려받은 선천적인 복을 보여주는 자리로 여겨져 왔습니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G069,관상학,귀,작은 귀,,작은 귀,작은 귀 — 귓바퀴가 아담하게 발달한 귀,"귀가 아담하고 옹골지게 발달한 형태입니다. 섬세하고 예민한 감각을 지녔으며, 실속을 중시하는 성격과 연결지어 해석되는 경우가 많습니다. 이런 귀를 가진 사람은 예민한 감각으로 디테일을 잘 챙기는 섬세함이 강점으로 꼽힙니다. 귀는 태어날 때의 골격이 가장 많이 반영되는 부위라 하여, 전통적으로 부모에게 물려받은 선천적인 복을 보여주는 자리로 여겨져 왔습니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G070,관상학,귀,귓불이 두꺼운 귀(복귀),,귓불이 두꺼운 귀(복귀),귓불이 두꺼운 귀(복귀) — 귓불 살집이 두툼한 귀,"귓불(이수耳垂)의 살집이 두툼하게 발달한 형태로, 전통적으로 '복이 많은 귀'로 가장 널리 알려진 상입니다. 마음이 넉넉하고 만년이 편안하다고 해석됩니다. 부처상이나 관상 좋은 인물의 상징으로 자주 언급되는 귀 형태로, 넉넉한 인복과 만년의 안정을 상징한다고 해석됩니다. 귀는 태어날 때의 골격이 가장 많이 반영되는 부위라 하여, 전통적으로 부모에게 물려받은 선천적인 복을 보여주는 자리로 여겨져 왔습니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G071,관상학,귀,귓불이 없는 귀(무착귀),,귓불이 없는 귀(무착귀),귓불이 없는 귀(무착귀) — 귓불 없이 턱선으로 이어지는 귀,"귓불이 따로 도드라지지 않고 매끈하게 이어지는 형태입니다. 예리하고 논리적인 사고를 지녔으며, 실용주의적인 성향과 연결지어 해석되는 경우가 많습니다. 이런 귀를 가진 사람은 감상보다 논리와 효율을 중시하는 실용주의적 사고방식과 연결지어 해석되는 경우가 많습니다. 귀는 태어날 때의 골격이 가장 많이 반영되는 부위라 하여, 전통적으로 부모에게 물려받은 선천적인 복을 보여주는 자리로 여겨져 왔습니다.",관상학 이마·눈썹·귀 관련 검색 정리(준성기 매거진 외)
G072,관상학,인중,긴 인중,,긴 인중,긴 인중 — 코와 윗입술 사이가 긴 인중,"인중(人中)은 코 아래에서 윗입술까지 세로로 파인 홈으로, 전통 관상에서는 수명·자녀운과 인내심을 함께 본다고 알려져 있습니다. 인중이 길면 성격이 느긋하고 참을성이 강하며, 장수와 자손운이 좋다고 해석되는 경우가 많습니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G073,관상학,인중,짧은 인중,,짧은 인중,짧은 인중 — 코와 윗입술 사이가 짧은 인중,"인중이 짧으면 성격이 급하고 판단이 빠르며, 순발력 있게 행동하는 유형과 연결지어 해석됩니다. 다만 인내심을 조금 더 기르면 좋다고 보기도 합니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G074,관상학,인중,넓은 인중,,넓은 인중,넓은 인중 — 가로 폭이 넓은 인중,"인중의 폭이 넓으면 마음이 너그럽고 포용력이 크다고 해석되며, 아랫사람을 잘 챙기는 인심 좋은 성격과 연결짓는 경우가 많습니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G075,관상학,인중,좁은 인중,,좁은 인중,좁은 인중 — 가로 폭이 좁은 인중,"인중의 폭이 좁으면 꼼꼼하고 예민한 성격과 연결지어 해석되며, 세심하게 일을 처리하는 완벽주의 성향과 자주 연결짓습니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G076,관상학,인중,희미한 인중,,희미한 인중,희미한 인중 — 홈이 얕고 뚜렷하지 않은 인중,"인중의 홈이 얕고 흐릿하면 우유부단하거나 결단력이 다소 약할 수 있다고 해석되지만, 반대로 온화하고 부드러운 인상을 주는 경우가 많다고도 봅니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G077,관상학,볼·광대,높은 광대,,높은 광대,높은 광대 — 볼뼈가 도드라지게 솟은 광대,"광대뼈가 도드라지게 솟아 있으면 추진력과 사회적 활동력이 강하다고 해석됩니다. 다만 지나치게 도드라지면 고집이 세다는 인상을 줄 수 있어, 온화한 표정으로 균형을 잡는 것이 좋다고 봅니다.",사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G078,관상학,볼·광대,낮은 광대,,낮은 광대,낮은 광대 — 볼뼈가 두드러지지 않는 광대,광대뼈가 두드러지지 않고 매끈하게 이어지면 온화하고 유순한 인상을 준다고 해석됩니다. 대인관계에서 부드럽고 다가가기 쉬운 성격과 연결짓는 경우가 많습니다.,사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G079,관상학,볼·광대,통통한 볼,,통통한 볼,통통한 볼 — 볼살이 도톰한 얼굴,볼살이 도톰하면 인복이 많고 여유로운 인상을 준다고 해석됩니다. 전통 관상에서는 볼이 풍만한 것을 재물운·인덕과 연결짓는 경우가 많습니다.,사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
G080,관상학,볼·광대,홀쭉한 볼,,홀쭉한 볼,홀쭉한 볼 — 볼살이 적어 갸름한 얼굴,볼살이 적고 갸름하면 예리하고 지적인 인상을 준다고 해석됩니다. 다만 너무 홀쭉하면 신경이 예민하고 마음의 여유가 부족해 보일 수 있다고도 봅니다.,사주팔자 무료 분석 '관상학 입문' (sajupalza.cc/face-reading/intro)
