id,domain,category,subcategory,hanja,hangul,title,body,source
S046,사주학,지지,해(亥),亥,해,"해(亥) — 돼지띠, 21시~23시","해수(亥水)는 겨울의 시작, 깊어가는 밤을 상징합니다. 포용력이 크고 낙천적이며, 인정이 많고 베풀기를 좋아한다고 해석합니다. 십이지 동물로는 돼지에 배정됩니다. 계절 구분상 겨울(생生)에 해당합니다. 포용력과 낙천성 덕분에 사람을 널리 아우르는 봉사·복지·교육 분야와 잘 맞는다고 해석됩니다.",나무위키 '십이지' (namu.wiki/w/십이지)
S047,사주학,십성,비견,比肩,비견,"비견(比肩) — 나와 같은 오행, 같은 음양","비견은 일간과 오행·음양이 모두 같은 기운입니다. 자존심과 주체성이 강하고, 남에게 기대기보다 스스로 해결하려는 독립심이 두드러진다고 해석됩니다. 형제자매나 동료·라이벌을 상징하기도 하며, 비견이 많으면 자기 주장이 강해 협업에서 마찰이 생길 수 있지만, 그만큼 소신 있게 밀어붙이는 추진력도 큽니다. 직업적으로는 독립적으로 일하는 프리랜서, 자영업, 전문직에 잘 맞는다고 봅니다. 이 기운이 사주에 여러 개 겹쳐 있으면 독립심이 지나쳐 협업보다 단독 행동을 선호하고, 형제·동업자와의 경쟁의식이 두드러질 수 있다고 봅니다. 반대로 사주에 비견이 전혀 없으면 스스로 결정을 내리기보다 남에게 기대는 경향이 생기기 쉽다고 해석되며, 이런 경우 스스로 판단하는 연습이 도움이 된다고 봅니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S048,사주학,십성,겁재,劫財,겁재,"겁재(劫財) — 나와 같은 오행, 다른 음양","겁재는 일간과 오행은 같지만 음양이 다른 기운입니다. 비견보다 한층 더 승부욕이 강하고 경쟁적이며, 목표를 위해 과감하게 움직이는 추진력을 상징합니다. 다만 '재물을 겁탈한다'는 이름처럼 씀씀이가 크거나 동업·금전 관계에서 손실을 조심해야 한다고 해석되기도 합니다. 위기 상황에서 순발력 있게 대처하는 힘이 장점입니다. 겁재가 강하면 경쟁심과 승부욕이 과열되어 무리한 도전이나 금전적 모험으로 이어질 수 있다고 봅니다. 다만 위기 상황에서 남들이 주저할 때 과감히 나서는 뚝심으로 발휘되기도 합니다. 겁재가 없는 사주는 안정 지향적이지만 결정적 순간의 승부수가 약할 수 있다고 해석됩니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S049,사주학,십성,식신,食神,식신,"식신(食神) — 내가 생하는 오행, 같은 음양","식신은 일간이 낳아주는 기운 중 음양이 같은 것입니다. 여유롭고 낙천적이며, 먹고사는 복과 표현력, 창작 활동과 관련이 깊다고 해석됩니다. 식신이 잘 발달한 사람은 예술·요리·서비스업 등에서 재능을 발휘하는 경우가 많다고 보며, 온화한 성격으로 대인관계도 원만한 편으로 여겨집니다. 식신이 잘 발달하면 여유롭고 낙천적인 태도로 주변 사람들에게 편안함을 주는 경우가 많다고 봅니다. 다만 지나치면 게으르거나 안일해질 수 있다고도 해석됩니다. 식신이 부족한 사주는 스트레스를 잘 풀지 못하고 지나치게 몰아붙이는 경향이 생기기 쉽다고 봅니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S050,사주학,십성,상관,傷官,상관,"상관(傷官) — 내가 생하는 오행, 다른 음양","상관은 일간이 낳아주는 기운 중 음양이 다른 것입니다. 재기 발랄하고 표현이 화려하며, 기존의 틀을 깨는 창의력과 비판 정신을 상징한다고 해석됩니다. 말솜씨가 좋고 순발력이 뛰어나 방송·예술·기획 분야에서 두각을 나타내는 경우가 많다고 보지만, 지나치면 구설수나 관성(직장·규율)과의 마찰로 이어질 수 있다고도 해석됩니다. 상관이 강하면 재기와 언변이 뛰어나 사람들의 시선을 끌지만, 규율이나 권위에 반발하는 성향으로 이어져 조직 생활에서 마찰을 빚을 수 있다고 해석됩니다. 상관이 부족하면 자기 표현에 소극적이고 답답함을 느낄 수 있다고 봅니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S051,사주학,십성,편재,偏財,편재,"편재(偏財) — 내가 극하는 오행, 같은 음양","편재는 일간이 억누르는 기운 중 음양이 같은 것으로, 고정되지 않고 움직이는 재물을 상징합니다. 통이 크고 사교적이며, 사업 수완이나 투자 감각이 뛰어나다고 해석됩니다. 여러 사람과 폭넓게 관계를 맺으며 기회를 만드는 활동적인 재물운을 상징하지만, 씀씀이도 큰 편이라 관리가 중요하다고 봅니다. 편재가 강하면 사교성과 사업 수완이 뛰어나지만, 씀씀이가 크고 여러 곳에 손을 벌리다가 재물이 흩어질 위험도 함께 지녔다고 해석됩니다. 편재가 부족하면 활동 반경이 좁아 기회를 놓치기 쉽다고 보기도 합니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S052,사주학,십성,정재,正財,정재,"정재(正財) — 내가 극하는 오행, 다른 음양","정재는 일간이 억누르는 기운 중 음양이 다른 것으로, 성실하게 벌어들이는 고정적인 재물을 상징합니다. 계획적이고 신중하며, 차곡차곡 쌓아가는 저축형 재물관과 안정 지향적인 성격을 나타낸다고 해석됩니다. 정재가 잘 발달한 사람은 성실한 근로소득이나 안정적인 사업으로 부를 쌓는 경우가 많다고 봅니다. 정재가 강하면 계획적이고 안정적으로 재산을 불려가지만, 지나치면 지나치게 보수적이거나 인색해질 수 있다고 해석됩니다. 정재가 부족하면 저축이나 계획적인 지출 관리에 어려움을 겪기 쉽다고 봅니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S053,사주학,십성,편관,偏官,편관,"편관(偏官) — 나를 극하는 오행, 같은 음양 (칠살)","편관은 나를 억누르는 기운 중 음양이 같은 것으로, 흔히 '칠살(七殺)'이라고도 불립니다. 강한 추진력과 위기 대응 능력, 카리스마 있는 리더십을 상징한다고 해석됩니다. 압박 속에서 오히려 저력을 발휘하는 유형으로 군인·경찰·의료·법조 등 강한 책임과 결단이 필요한 직업과 잘 맞는다고 보지만, 스트레스 관리가 중요한 기운이기도 합니다. 편관이 강하면 위기 대응력과 카리스마가 돋보이지만, 스트레스와 압박감을 떠안기 쉬워 건강 관리가 중요하다고 해석됩니다. 편관이 적당히 조절되면 오히려 강한 추진력의 원동력이 된다고 봅니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S054,사주학,십성,정관,正官,정관,"정관(正官) — 나를 극하는 오행, 다른 음양","정관은 나를 억누르는 기운 중 음양이 다른 것으로, 사회적 규범과 명예, 안정적인 지위를 상징합니다. 원칙적이고 책임감이 강하며, 신뢰를 바탕으로 조직 안에서 인정받는 유형으로 해석됩니다. 정관이 잘 발달한 사람은 공직·대기업·전문 관리직처럼 체계가 잡힌 조직에서 안정적으로 성장하는 경우가 많다고 봅니다. 정관이 강하면 책임감과 신뢰를 바탕으로 조직에서 인정받지만, 지나치면 융통성이 부족하고 규율에 얽매일 수 있다고 해석됩니다. 정관이 부족하면 체계나 규칙을 답답하게 여기는 경향이 있다고 봅니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S055,사주학,십성,편인,偏印,편인,"편인(偏印) — 나를 생하는 오행, 같은 음양","편인은 나를 낳아주는 기운 중 음양이 같은 것으로, 독특한 발상과 직관력을 상징합니다. 남들과 다른 시각으로 문제를 바라보는 통찰력이 있으며, 특정 분야에 깊이 파고드는 전문성·연구 기질과 연결짓습니다. 다만 예민하고 고독을 즐기는 경향이 있어, 대인관계보다 자기 세계에 몰두하는 유형으로 해석되기도 합니다. 편인이 강하면 남다른 발상과 전문성이 돋보이지만, 지나치면 고독을 자처하거나 생각이 많아 결정을 미루는 경향으로 이어질 수 있다고 해석됩니다. 편인이 적절하면 창의적인 아이디어의 원천이 된다고 봅니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S056,사주학,십성,정인,正印,정인,"정인(正印) — 나를 생하는 오행, 다른 음양","정인은 나를 낳아주는 기운 중 음양이 다른 것으로, 학문과 문서, 어른의 보살핌을 상징합니다. 안정적인 배움운과 온화한 인품, 명예를 중시하는 성향을 나타낸다고 해석됩니다. 정인이 잘 발달한 사람은 교육·학문·연구·자격증 관련 분야에서 인정받는 경우가 많고, 주변으로부터 신뢰와 지지를 받는 유형으로 여겨집니다. 정인이 강하면 학문운과 인덕이 좋아 주변의 도움을 받으며 성장하지만, 지나치면 의존적이거나 안주하려는 경향으로 이어질 수 있다고 해석됩니다. 정인이 부족하면 혼자 힘으로 배우고 익혀야 하는 상황이 많다고 봅니다.",사주스터디 '십성·십신·육친' (sajustudy.com/47)
S057,사주학,십이운성,장생,長生,장생,장생(長生) — 새로운 시작의 기운,"장생은 갓 태어난 생명의 순수한 기운을 상징합니다. 이 기운을 만난 글자는 새로운 일을 벌이는 추진력과 성장 잠재력이 크다고 해석되며, 무엇이든 처음 시작할 때 유리한 흐름으로 봅니다. 이 운을 만난 글자는 어떤 자리에 있든 시작과 성장의 에너지를 불어넣는다고 해석되며, 특히 년주나 시주에 있으면 자손이나 만년의 발전운으로 풀이하는 경우가 많습니다.",사주스터디 '십이운성' (sajustudy.com/76)
S058,사주학,십이운성,목욕,沐浴,목욕,목욕(沐浴) — 변화와 매력의 기운,"목욕은 태어나 몸을 씻는 단계로, 변화가 많고 감정의 기복이 있는 시기를 상징합니다. 다만 그만큼 매력과 끼가 두드러지는 기운으로도 해석되어, 예체능 분야에서 강점으로 작용한다고 보기도 합니다. 변화가 잦은 만큼 한 우물을 깊게 파기보다 다양한 경험을 쌓는 편이 유리하다고 해석되며, 예체능·미용·엔터테인먼트 분야와 잘 맞는다고 보기도 합니다.",사주스터디 '십이운성' (sajustudy.com/76)
S059,사주학,십이운성,관대,冠帶,관대,관대(冠帶) — 성인이 되어 갖추는 기운,"관대는 성인이 되어 의관을 갖추는 단계로, 자신감이 오르고 사회에 나설 준비를 마친 기운을 상징합니다. 자기 표현이 활발해지고 진취적인 태도가 두드러지는 시기로 해석됩니다. 자신감이 오르는 시기인 만큼 새로운 도전이나 이미지 변신에 유리한 기운으로 해석되며, 사회 초년생 시기의 패기와 자주 연결짓습니다.",사주스터디 '십이운성' (sajustudy.com/76)
S060,사주학,십이운성,건록,建祿,건록,건록(建祿) — 자립하여 녹을 버는 기운,"건록은 스스로 녹(祿, 소득)을 버는 전성기 초입을 상징합니다. 자립심과 실행력이 가장 안정적으로 발휘되는 단계로, 자기 힘으로 성취를 이루는 기운으로 해석됩니다. 십이운성 중에서도 안정적으로 좋은 기운으로 꼽히며, 자기 힘으로 노력한 만큼 성과를 거두는 정직한 기운이라고 해석됩니다.",사주스터디 '십이운성' (sajustudy.com/76)
S061,사주학,십이운성,제왕,帝旺,제왕,제왕(帝旺) — 인생의 절정 기운,"제왕은 십이운성 중 가장 왕성한 기운으로, 인생의 절정을 상징합니다. 주도권을 쥐고 앞장서는 리더십과 자신감이 극에 달한 단계로 해석되지만, 지나친 자신감을 경계해야 한다고도 봅니다. 가장 강한 기운인 만큼 리더 역할이 잘 맞지만, 주변과의 조화를 놓치면 독단적으로 비칠 수 있어 겸손함이 함께 필요하다고 해석됩니다.",사주스터디 '십이운성' (sajustudy.com/76)
S062,사주학,십이운성,쇠,衰,쇠,쇠(衰) — 절정을 지나 노련해지는 기운,"쇠는 제왕의 절정을 지나 한 박자 쉬어가는 단계입니다. 저돌적인 힘은 줄지만 그만큼 노련하고 신중해지며, 경험을 바탕으로 한 관리자형 기질이 강해진다고 해석됩니다. 무리하게 밀어붙이기보다 경험을 살려 조언자·관리자 역할을 맡을 때 진가를 발휘한다고 해석되며, 중년 이후의 안정적인 처세와 연결짓습니다.",사주스터디 '십이운성' (sajustudy.com/76)
S063,사주학,십이운성,병,病,병,병(病) — 기운이 꺾이며 섬세해지는 시기,"병은 활동성이 한풀 꺾이는 단계를 상징합니다. 몸과 마음이 예민해지는 대신, 그만큼 섬세하고 배려심이 많아지며 남을 돌보는 힘이 커진다고 해석됩니다. 몸과 마음을 잘 돌봐야 하는 시기로 해석되지만, 그만큼 타인의 아픔에 공감하는 능력이 커져 상담·의료·복지 분야에 잘 맞는다고 보기도 합니다.",사주스터디 '십이운성' (sajustudy.com/76)
S064,사주학,십이운성,사,死,사,사(死) — 활동이 잦아들고 몰입하는 기운,"사는 겉으로 드러나는 활동성이 잦아드는 단계입니다. 그 대신 한 가지에 깊이 몰두하는 집중력과 정신적인 깊이가 강조되는 기운으로 해석됩니다. 겉으로는 조용해 보여도 내면의 몰입이 깊어지는 시기로, 연구·기획처럼 혼자 집중하는 작업에서 힘을 발휘한다고 해석됩니다.",사주스터디 '십이운성' (sajustudy.com/76)
S065,사주학,십이운성,묘,墓,묘,묘(墓) — 갈무리하고 저장하는 기운,"묘는 그동안의 기운을 갈무리해 저장하는 단계입니다. 절약하고 계획하는 힘, 자산을 축적하는 기운으로 해석되며, 창고처럼 안으로 쌓아두는 성향과 연결짓습니다. 당장 드러나지 않아도 차곡차곡 쌓이는 저력의 기운으로 해석되며, 재테크나 자산 관리에서 신중한 태도로 이어진다고 봅니다.",사주스터디 '십이운성' (sajustudy.com/76)
S066,사주학,십이운성,절,絶,절,절(絶) — 완전히 끊어졌다 다시 이어지는 기운,"절은 기운이 완전히 끊긴 것처럼 보이지만, 사실은 다음 순환을 준비하는 단계입니다. 큰 변화와 전환, 예상치 못한 새 출발의 씨앗을 품은 기운으로 해석됩니다. 큰 변화 앞에서 불안할 수 있지만, 과거를 완전히 정리하고 새로 시작할 용기를 주는 기운으로도 해석됩니다.",사주스터디 '십이운성' (sajustudy.com/76)
S067,사주학,십이운성,태,胎,태,태(胎) — 새 생명이 잉태되는 기운,"태는 절의 단계를 지나 새 생명이 잉태되는 단계입니다. 아이디어와 가능성이 움트는 기획력, 조심스럽지만 설레는 시작의 기운으로 해석됩니다. 아직 여물지 않은 가능성의 단계인 만큼 조급해하지 않고 서서히 준비하는 태도가 필요하다고 해석됩니다.",사주스터디 '십이운성' (sajustudy.com/76)
S068,사주학,십이운성,양,養,양,양(養) — 태내에서 자라나는 기운,"양은 잉태된 생명이 태내에서 보호받으며 자라나는 단계입니다. 서두르지 않고 차근차근 준비하는 안정적인 기운으로, 다음 장생의 폭발적 시작을 예비하는 단계로 해석됩니다. 보호받으며 성장하는 시기이므로 주변의 지원을 적극적으로 활용하는 것이 유리하다고 해석되며, 다음 장생의 도약을 준비하는 단계로 봅니다.",사주스터디 '십이운성' (sajustudy.com/76)
S069,사주학,신살,도화살,桃花煞,도화살,도화살(桃花煞) — 인기와 매력의 별,"복숭아꽃처럼 화사한 매력을 상징하는 신살로, 이성에게 인기가 많고 사람을 끌어당기는 매력이 있다고 해석됩니다. 예체능·방송·서비스업처럼 대중적 매력이 필요한 분야에서 강점으로 작용한다고 보기도 하지만, 전통적으로는 이성 관계의 구설수를 조심해야 한다는 의미로도 쓰였습니다. 현대적으로는 사람을 끌어당기는 매력이나 대중적 인기로 긍정적으로 재해석되는 경우가 많으며, 연예·방송·서비스업에서 강점으로 작용한다고 보기도 합니다.",사주스터디 '신살론' (sajustudy.com/77)
S070,사주학,신살,역마살,驛馬煞,역마살,역마살(驛馬煞) — 이동과 변화의 별,"한 곳에 머무르지 못하고 움직이게 되는 기운을 상징합니다. 여행·이사·해외 진출 등 변화가 잦은 삶과 연결지어 해석되며, 활동 반경이 넓은 무역·물류·항공·여행 관련 직업과 잘 맞는다고 보기도 합니다. 잦은 이동이 단점처럼 보일 수 있지만, 활동 반경이 넓은 직업(무역·항공·외교·유통)에서는 오히려 큰 자산이 되는 기운으로 해석됩니다.",사주스터디 '신살론' (sajustudy.com/77)
S071,사주학,신살,화개살,華蓋煞,화개살,화개살(華蓋煞) — 예술과 종교의 별,"화려한 것을 덮는다는 뜻과, 세속을 초월한다는 뜻을 동시에 지닌 신살입니다. 예술·예능 방면의 재능이 뛰어나다고 해석되며, 종교·철학처럼 정신적인 세계에 관심이 깊은 경향과도 연결짓습니다. 예술적 감각이 뛰어난 만큼 세속적인 성공보다 자기만의 세계를 추구하는 경향이 있다고 해석되며, 종교인·예술가·연구자에게서 자주 언급되는 신살입니다.",사주스터디 '신살론' (sajustudy.com/77)
S072,사주학,신살,양인살,羊刃殺,양인살,양인살(羊刃殺) — 강한 추진력의 별,"일간의 힘을 극도로 강하게 만들어주는 기운으로, 강한 추진력과 승부욕, 고집을 상징합니다. 위기에 강한 결단력을 발휘하는 장점이 있지만, 지나치면 성급하고 극단적인 선택으로 이어질 수 있다고 해석됩니다. 칼날처럼 예리한 기운이라 의료·군경·스포츠처럼 결단력이 필요한 분야에서 강점으로 해석되지만, 감정 조절과 마음 다스리기가 중요한 기운이라고 봅니다.",사주스터디 '신살론' (sajustudy.com/77)
S073,사주학,신살,백호살,白虎殺,백호살,백호살(白虎殺) — 강렬한 카리스마의 별,"백호(白虎)의 기세처럼 강렬한 카리스마와 추진력을 상징하는 신살입니다. 무관·의료·법조·기술 분야처럼 결단력과 전문성이 필요한 영역에서 두각을 나타낸다고 해석되며, 극적인 인생의 굴곡과 함께 언급되기도 합니다. 극적인 인생 굴곡과 함께 언급되지만, 위기를 정면 돌파하는 힘으로 재해석되며 이 기운을 잘 쓰면 강한 리더십으로 이어진다고 봅니다.",사주스터디 '신살론' (sajustudy.com/77)
S074,사주학,신살,괴강살,魁罡殺,괴강살,괴강살(魁罡殺) — 우두머리의 별,"극강의 결단력과 총명함을 상징하는 신살로, 조직의 우두머리·사령관 기질을 나타낸다고 해석됩니다. 카리스마가 강해 사람들을 이끄는 힘이 있지만, 극단적인 길흉을 함께 지닌 기운으로도 알려져 있습니다. 총명함과 결단력이 극에 달한 기운이라 큰 성공과 큰 실패를 함께 오갈 수 있다고 해석되며, 스스로를 다스리는 절제가 중요한 신살로 꼽힙니다.",사주스터디 '신살론' (sajustudy.com/77)
S075,사주학,신살,천을귀인,天乙貴人,천을귀인,천을귀인(天乙貴人) — 최고의 길신,"명리학에서 가장 대표적인 길신(吉神)으로 꼽히는 신살입니다. 어려운 상황에서 귀인의 도움을 받거나 위기를 잘 넘긴다고 해석되며, 사주에 이 별이 있으면 전반적으로 삶이 순탄하게 풀리는 데 도움이 된다고 여겨집니다. 사주에 이 별이 있으면 전반적으로 인복이 좋아, 힘든 시기마다 뜻밖의 도움을 받는다고 해석되는 대표적인 길신입니다.",사주스터디 '신살론' (sajustudy.com/77)
S076,사주학,신살,문창귀인,文昌貴人,문창귀인,문창귀인(文昌貴人) — 학문과 재능의 별,"총명함과 학문적 재능을 상징하는 길신입니다. 시험운·자격증운과 연결지어 해석되며, 이 신살이 있으면 배움에 있어 이해가 빠르고 표현력이 뛰어나다고 봅니다. 이 신살이 있으면 시험운·문서운이 좋다고 해석되어, 예로부터 과거 급제를 점칠 때 중요하게 살핀 별 중 하나였습니다.",사주스터디 '신살론' (sajustudy.com/77)
S077,사주학,신살,천덕귀인,天德貴人,천덕귀인,천덕귀인(天德貴人) — 하늘이 돕는 별,"하늘의 덕으로 위기를 모면하게 해준다는 길신입니다. 뜻밖의 어려움에서 도움을 받거나 나쁜 일이 크게 번지지 않고 지나가는 것과 연결지어 해석됩니다. 흉한 기운이 와도 크게 번지지 않고 무마된다고 해석되는 길신으로, 다른 흉살과 함께 있을 때 그 흉함을 완화해주는 역할로도 풀이됩니다.",사주스터디 '신살론' (sajustudy.com/77)
S078,사주학,신살,월덕귀인,月德貴人,월덕귀인,월덕귀인(月德貴人) — 달의 덕으로 돕는 별,"천덕귀인과 비슷하게, 어려운 시기에 보호받는 기운을 상징하는 길신입니다. 특히 가정과 건강 문제에서 위기를 잘 넘기게 해준다고 해석되는 경우가 많습니다. 가정과 건강의 위기를 잘 넘기게 해준다고 해석되는 길신으로, 천덕귀인과 함께 있으면 더 큰 보호 효과가 있다고 보기도 합니다.",사주스터디 '신살론' (sajustudy.com/77)
S079,사주학,신살,공망,空亡,공망,공망(空亡) — 비어 있는 자리,"60갑자를 10개씩 여섯 묶음(순旬)으로 나눌 때, 각 묶음에서 짝을 이루지 못하고 비는 두 지지를 공망이라 합니다. 그 글자가 상징하는 영역의 기운이 헛헛하게 비어 있다고 해석되며, 집착을 내려놓았을 때 오히려 편안해지는 자리로 풀이하는 경우도 있습니다. 집착을 내려놓았을 때 오히려 마음이 편안해지는 자리로 해석되기도 해서, 종교·철학적 깨달음과 연결짓는 경우도 있습니다.",사주스터디 '신살론' (sajustudy.com/77)
S080,사주학,신살,원진살,怨嗔殺,원진살,원진살(怨嗔殺) — 미묘한 어긋남의 별,"겉으로는 가까워 보여도 미묘하게 어긋나고 서운함이 쌓이는 관계를 상징하는 신살입니다. 특정 지지끼리 만났을 때 성립하며, 인간관계에서 오해가 생기기 쉬운 조합으로 해석됩니다. 특히 부부·연인 관계에서 이 신살이 겹치면 사소한 일로 서운함이 쌓이지 않도록 대화가 중요하다고 해석됩니다.",사주스터디 '신살론' (sajustudy.com/77)
S081,사주학,신살,귀문살,鬼門殺,귀문살,귀문살(鬼門殺) — 예민한 감각의 별,"특정 지지의 조합이 만드는 신살로, 예민한 촉과 직관, 남다른 감수성을 상징한다고 해석됩니다. 신경이 예민해지기 쉬운 만큼, 마음의 안정을 챙기는 것이 중요한 기운으로 봅니다. 예민한 감각이 예술적 영감이나 남다른 통찰로 발현될 수 있다고 해석되지만, 마음의 안정을 위한 휴식이 중요한 기운으로 봅니다.",사주스터디 '신살론' (sajustudy.com/77)
S082,사주학,신살,홍염살,紅艶殺,홍염살,홍염살(紅艶殺) — 화려한 매력의 별,"도화살과 비슷하게 이성에게 매력적으로 비치는 기운을 상징하는 신살입니다. 화려하고 사교적인 매력이 두드러지며, 예체능·미용·서비스 분야와 잘 맞는다고 해석되기도 합니다. 도화살과 비슷하게 매력을 상징하지만 좀 더 화려하고 사치스러운 뉘앙스가 강하다고 해석되며, 자기관리가 중요한 신살로 꼽힙니다.",사주스터디 '신살론' (sajustudy.com/77)
S083,사주학,신살,금여록,金輿祿,금여록,금여록(金輿祿) — 품위와 안정의 별,"온화한 인품과 안정적인 생활, 배우자 복을 상징하는 길신입니다. 몸가짐이 단정하고 주변 사람들에게 호감을 사는 기운으로 해석됩니다. 안정적인 결혼운과 온화한 인품을 상징하는 길신으로, 이 별이 있으면 배우자 복이 좋다고 해석하는 경우가 많습니다.",사주스터디 '신살론' (sajustudy.com/77)
S084,사주학,신살,암록,暗祿,암록,암록(暗祿) — 숨겨진 도움의 별,"겉으로 드러나지 않지만 결정적인 순간에 도움을 받는 기운을 상징하는 길신입니다. 위기에서 예상치 못한 곳으로부터 도움의 손길을 받는다고 해석됩니다. 겉으로 티가 나지 않아도 결정적인 순간에 귀인의 도움을 받는다고 해석되며, 평소 베푼 선행이 예상치 못한 곳에서 돌아온다는 믿음과 연결짓습니다.",사주스터디 '신살론' (sajustudy.com/77)
S085,사주학,신살,학당귀인,學堂貴人,학당귀인,학당귀인(學堂貴人) — 배움이 깊어지는 별,"학문적 깊이와 전문성을 상징하는 길신으로, 한 분야를 깊게 파고드는 학구열과 연결지어 해석됩니다. 교육·연구·전문직 분야에서 강점으로 작용한다고 봅니다. 한 분야를 깊이 파고드는 학구열이 강하다고 해석되며, 교수·연구원·전문 자격직에서 자주 언급되는 길신입니다.",사주스터디 '신살론' (sajustudy.com/77)
S086,사주학,신살,백호대살,白虎大殺,백호대살,백호대살(白虎大殺) — 돌발적 사건의 별,"예상치 못한 사건·사고를 조심해야 한다고 전해지는 흉신입니다. 다만 명리학에서는 이런 흉살도 스스로 조심하고 마음을 다스리면 크게 완화될 수 있다고 보는 '개운(開運)'의 관점을 함께 강조합니다. 돌발적인 사건·사고를 조심해야 한다는 경고의 의미가 강하지만, 명리학에서는 스스로 조심하고 마음을 다스리면 흉함이 크게 완화된다는 '개운(開運)'의 관점을 함께 강조합니다.",사주스터디 '신살론' (sajustudy.com/77)
S087,사주학,신살,겁살,劫煞,겁살,겁살(劫煞) — 12신살 중 하나 — 갑작스러운 상실의 별,"12신살(十二神殺) 체계에서 겁(劫)의 기운을 상징하며, 갑작스러운 손실이나 변화에 대비해야 한다고 전해집니다. 다만 위기를 겪은 뒤 오히려 크게 성장하는 전화위복의 기운으로도 해석됩니다.",사주스터디 '신살론' (sajustudy.com/77)
S088,사주학,신살,재살,災煞,재살,재살(災煞) — 12신살 중 하나 — 관재구설의 별,12신살 체계에서 재난·구설을 조심해야 한다고 전해지는 신살입니다. 다만 명리학에서는 이 기운이 있는 사람이 오히려 위기관리 능력을 길러 강한 생존력을 갖추게 된다고 해석하기도 합니다.,사주스터디 '신살론' (sajustudy.com/77)
S089,사주학,신살,천살,天煞,천살,천살(天煞) — 12신살 중 하나 — 하늘의 뜻을 따르는 별,12신살 체계에서 사람의 힘으로 어찌할 수 없는 큰 흐름과 관련된 신살로 전해집니다. 순리를 거스르기보다 받아들이는 유연함이 필요한 기운으로 해석됩니다.,사주스터디 '신살론' (sajustudy.com/77)
S090,사주학,신살,지살,地煞,지살,지살(地煞) — 12신살 중 하나 — 활동과 이동의 별,"12신살 체계에서 역마살과 비슷하게 이동과 변화를 상징하지만, 좀 더 실무적이고 현실적인 활동력과 연결지어 해석되는 신살입니다.",사주스터디 '신살론' (sajustudy.com/77)
S091,사주학,신살,년살,年煞,년살,년살(年煞) — 12신살 중 하나 — 매력과 사치의 별 (도화살과 유사),"12신살 체계에서 도화살과 비슷한 성격을 지닌 신살로, 매력과 사교성을 상징하지만 지나친 겉치레나 사치를 경계해야 한다고 전해집니다.",사주스터디 '신살론' (sajustudy.com/77)
S092,사주학,신살,월살,月煞,월살,월살(月煞) — 12신살 중 하나 — 정체와 인내의 별,"12신살 체계에서 일이 뜻대로 풀리지 않고 정체되는 시기를 상징한다고 전해지며, 서두르지 않고 때를 기다리는 인내심이 필요한 기운으로 해석됩니다.",사주스터디 '신살론' (sajustudy.com/77)
S093,사주학,신살,망신살,亡身煞,망신살,망신살(亡身煞) — 12신살 중 하나 — 체면과 평판의 별,12신살 체계에서 명예나 체면이 손상되는 것을 조심해야 한다고 전해지는 신살입니다. 다만 이 기운이 있는 사람은 그만큼 자기관리에 철저해지는 계기로 삼는다고 해석되기도 합니다.,사주스터디 '신살론' (sajustudy.com/77)
S094,사주학,신살,장성살,將星煞,장성살,장성살(將星煞) — 12신살 중 하나 — 장군의 별,12신살 체계에서 강한 리더십과 통솔력을 상징하는 길신에 가까운 신살입니다. 조직을 이끄는 자리에서 두각을 나타낸다고 해석됩니다.,사주스터디 '신살론' (sajustudy.com/77)
S095,사주학,신살,반안살,攀鞍煞,반안살,반안살(攀鞍煞) — 12신살 중 하나 — 승진과 영전의 별,"12신살 체계에서 말안장에 올라탄다는 뜻으로, 지위가 오르고 명예를 얻는 것을 상징하는 길한 신살로 전해집니다.",사주스터디 '신살론' (sajustudy.com/77)
S096,사주학,신살,육해살,六害煞,육해살,육해살(六害煞) — 12신살 중 하나 — 건강과 관계의 별,12신살 체계에서 건강이나 인간관계에서 사소한 갈등을 조심해야 한다고 전해지는 신살입니다. 미리 챙기는 습관으로 충분히 예방할 수 있는 기운으로 해석됩니다.,사주스터디 '신살론' (sajustudy.com/77)
S097,사주학,십성 조합,비견·겁재가 많은 사주,,,비견·겁재가 많은 사주,"일간과 같은 오행인 비견·겁재가 사주에 여러 개 있으면 '군겁쟁재(群劫爭財)'라 하여, 주체성과 경쟁심은 강하지만 형제·동료와 재물을 두고 다투기 쉬운 구조로 해석됩니다. 이런 사주는 동업보다 독립적인 활동이 유리하다고 봅니다.",사자사주 '용신 뜻과 보는 법' (sazasaju.com/blog/yongsin-guide)
S098,사주학,십성 조합,식신·상관이 많은 사주,,,식신·상관이 많은 사주,"식신·상관처럼 내가 생하는 기운이 많으면 표현력과 재능이 풍부하지만, 정관(안정적인 직장·규율)과 충돌하기 쉬워 조직 생활보다 자유로운 활동에 잘 맞는다고 해석됩니다.",사자사주 '용신 뜻과 보는 법' (sazasaju.com/blog/yongsin-guide)
